comment,label
심지어 헬륨은 사용하고 나면 대기 밖 우주로 나가버려서 영원히 사라짐 ㅋㅋㅋㅋㅋㅋㅋ,0
가장 많은사람을 죽인 음식은 바로 설탕임 의사 오열중,0
그저 만신,0
시공업체가 구국의 영웅이네,1
와 시발,0
"나 비위 강한데 토할거같네 ;;;;;;;
눈떠서 보는데 망치로 존나쌔게 맞은것 같음ㅇㅇ
피해자와 가족들은 어떤삶을 살아왔을지 감히 상상조차안됨 ㅡㅡ",0
깨시민들이네,1
만 신,0
학폭은 인격 살인이다.,0
고사리 이 새끼 어딨음?,0
아이고 머리야 ㅋㅋ,0
전라도 음식이 제일 맛있는건 부정불가임. 김치도 전라도쪽이 맛있음,0
보면 볼 수록 한글 하나는 진짜 ㅈㄴ 잘만든듯 만능이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
한국에서 수출한건가?,1
진주인데 짧게 한번 우웅 하고 지나갔음,0
주산지가 전라도인데 오죽하겠나 ㅋㅋ,0
맞는말인데?,1
오랑우탄ㅋㅋㅋ,0
전라남도 밀양 ㅋ,1
이거 봤는데 애랑 부모랑 분리하던가 해야겠더라 교육이 시급해,0
성심당이 맛있긴 한데 1~2시간 줄서서 먹을 정도는 아닌거 같던데,0
전라남도 밀양임?,0
안타깝다,0
얻어 먹는 새끼가 말이 많노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
서울에서는 선지해장국이 빨갛다더라 나 진짜 존나 충격이었음 내가 평생 먹어온건 맑은선지국인데…,0
안배웠는데 저게 뭔줄알고 쓰냐는게 개웃기네 ㅋㅋㅋㅋㅋ,0
그냥 안타까움 .. 메모 보니까 더 씁쓸하네…,0
ㄹㅇ 갓조국..,1
두렵다,0
존나 유쾌하네 ㅋㅋㅋ,0
역시 차기 만신,1
J,1
일이바빴나?,0
지금 개종하러 갑니다,0
오리탕 맛있냐,0
경상도,1
한공주 영화한편보면 이해 뚝딱임,0
아빠왔노,0
역시 만신,0
진짜 대단하구나 ㅎㅎ,0
정상화ㅋㅋ,1
증거인멸까지?,0
저 B라는 사람의 정신세계가 도저히 이해가 안 되네...때릴 사람을 왜 더 이뻐하는 척하면서 술자리에 노래방까지 데려갔을까.,0
저들에겐 당연한일임,1
떡갈비는 좋은데,0
착,0
한두번이 아닌가보네,0
"교육과정 내에서 풀어야지..

초딩한테 수학가르쳐주는데 고딩 수준 공식 쓰는건 괜찮나 그럼",0
"""경상도""",1
전세계가 덥나보네,0
ㅋㅋㅋㅋㅋㅋㅋㅋ ㄱㅆㅅㅌㅊ,0
그냥 상용로그 쓰면 될걸 왜 자연로그를 쓰고 있냐 밑이 e도 아닌데,0
뭐지,0
삼일에 한번,1
어디 헬스장이냐? 다니고싶네,0
든든하다,0
그럼 그냥 상용로그로 하면되잖아,0
무안이네,1
광주까지 갔으면 목포 담양 한시간 거리도 안되니까 갔다 오면 재밌음,0
그냥 혼자 살고 싶으면 도망을 치던가 애들은 왜 죽여 씨발,0
P,0
광주 평균임 저게,0
솔직히 개꿀잼이었을듯.....,1
한국의 동남아 무시 인종차별은 도를 넘긴 했지 ㅇㅇ,0
남자인 나도 조경 중요하게 보는데?,0
존나 맘에드네,1
근본있던 시절이노 ㄷㄷㄷ,1
바퀴벌레는 열에 약하구나,0
역시 7시,0
세스코 ㄷㄷ,0
학생이 긁은 것도 문제고 거기에 긁힌 선생도 문제임,0
속이뻥ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
합의금 35만원은 너무 날강도 아니냐?,0
"인생에서 어울리는 보직 찾는거 만큼 힘든것도 없는데, 선생이 미리 진로 정해줬노
참선생이다",0
감자싹도 독성 있음,0
이건 잘한 거라고 생각,0
개추ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
너무 슬프다 너무 어린 나이에 아직 꿈이 많을 나이에 목숨을 잃었다 고인의 명복을 빕니다,0
그게 어이없는거임ㅋㅋㅋㅋ,0
ㅅㅌㅊ,0
이건 누가봐도 웹툰이랑 유튜브 잘못인데? ㅋㅋㅋㅋ,0
신뢰리스트냐,0
역시 김지영,0
전 라 도,0
"""경상도""",0
전라도에서는 저게 기본임,1
외국사냐 ㅋ,0
조금 읽다가 토할거 같아서 내림,0
전라도 성골이네,0
멋있다ㅋㅋㅋ,0
어케사냐 ㅋㅋ,0
나는 근처에 뭐있는지 앞에 뭐 가리는지 해가 몇시부터 몇시까지 들어오는지 몇번씩 가서 보는데,0
오랑우탄ㅋㅋㅋ,1
경 상 도,0
좋은 문화 되살려야,0
ㅈㄴ 과학같은느낌이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
차선 좀 제발 좌우로 봐라,0
오리 육수에 들깨가루 푼 맛인데 걸쭉하면서도 시원한게 암튼 먹어봐.,0
우리 장인어른 욕하지마라,1
맞는말인데?,0
별개로 콴다 ㅈㄴ 오랜만이네. 저걸로 문제 찍어서 답 찾아봤는데,0
성남..? 흠,1
근데 이건 사실 따져볼만한 문제임 저 상권이 성심당 영향이 큰거면 성심당이 갑이지뭐,0
언어가 안되면 소통이 안됩니다...,0
요새 무한리필이 인당 얼만데 시발 저걸 실망한다 해싼냐 당장 절교해라,0
정상,0
경상도,1
갈수록맞말이네,0
리얼 역하네.. 토나온다 ㅅㅂ,0
어휴,0
역사 체험인데 뭐가 문제임?,0
아니 시발 차오는쪽을 안보고 어딜 쳐보고 나오는거야 도대체;;,0
이런거보면 트럼프가 당선될수밖에 없었다,1
어휴 피냄새,1
팩트)팩트다,0
저게 사람이냐 진짜?,0
A도 이해 안 되는 건 매한가지...문제 많은 사람인 거 알면서도 왜 소개한 거야...난 좀 이상한 사람은 찝찝해서 내가 알고 있기에도 부담스럽던데,0
전라도 평균 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
응 나갈게,0
만화가 GOAT,1
전통문화 체험인데,1
전라도네 ㅋㅋㅋㅋ 저긴 진짜 ㅋㅋㅋ,0
그래서 가게 이름이 뭔데,0
추워봤자 영하 15도는 웃기긴 하네 ㅋㅋㅋㅋ,0
고사리 넣고 끓여도 맛있어요^^,0
2번째 커플이 개웃기네 ㅋㅋ,0
12살이면 몇학년임?,0
훈장 아님?,1
어휴 개빡치네 진짜 인간이냐?,0
이게 나라다,1
딴건 열받는데 두번째는 걍 어이가 없네 ㅋㅋ 만화같기도하고..,0
머야 걍 ㅈㄴ 가벼운거였네,0
"아,,, 이 정도였을 줄이야... 악마들",0
그래도 아직 대한민국에 희망이 있구나 건강하게만 자라들 다오,0
사진봐서는 테프론 시트네 테프론이 실리콘은 아닌데,0
시원하네,1
공부는 잘가르치는사람한테 배우는거임,0
"내가 이래서 대치동에서 과외할때도 부모님한테 선행학습은 큰 의미가 없다 복습만 철저히해서 원리를 알아야한다고 했음 ....

그냥 선행해서 야매로 풀면 다인줄아는사람이 은근많음",0
삼가 고인의 명복을 빕니다.,0
따거 영상 재밌어 ㅎㅎ,0
근데 국산 소금중에 천일염 아닌데 일반 소금 가격에 파는게 있음? 이젠 소금도 직구해야됨?,0
저게 이지메임? 그냥 범죄지,0
썩은치즈는 ㄹㅇ 레전드네,0
전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전라도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
저게 왜 둘다 소리 들어야 하는거임?,0
해외음식 소개는 개추야,1
탄내난다,0
영상 내려갔네,0
맞는말,0
존나어이없네 ㅋㅋㅋㅋㅋ 진짜 시발,0
먹고 싶은 거 하나도 없네~ 일전에 부산 갔을 때도 음식 다 별루였는데,0
너는 해라 ㅇㅇ,1
외국 지진 난거까지 신경써야되누?,0
소규모 개인사업자들도 들어오라고 그러는거임,0
전라도네 ㅋㅋㅋㅋ 저긴 진짜 ㅋㅋㅋ,1
결국 저게 맞는말임,1
"행복해지기를 바라면 되는거 아니냐
댓글분위기는 왜케 날이 선것 같냐",0
겉은 바삭한데 속은 촉촉하니까 속까지 익혀야지 이 양반아,0
바로 등록하러 간다ㅋㅋㅋ,0
무한리필 줘도안먹음 그냥 제값내고 먹지,0
이 정도면 유전자에 각인된거 아니냐,0
역사 체험인데 뭐가 문제임?,1
“광주”,0
그냥 행복이 보인다,0
저게 정답,0
애호박찌개 어딨음,0
사장이 제일 불쌍함ㅋㅋㅋ,0
굿굿 ㅋㅋ,1
전라도 성골이네,1
외국 음식,1
맞는말,1
이거 또 상관도 없는 영상에 애먼 자막 달아둔거 아니지?,0
좀 심하노,0
해외인데 굳이??????,0
신난다,0
정상화,1
복털조개 저거 꼬막 아님?,0
잘하고있는거 아님?,1
선처 받은걸 다행으로 알아라,0
맛 좋으면 가는거지 뭔..가격도 나쁘지않은데,0
경남에 산다는 것은 대체…,1
제발 앞이랑 옆 좀 쳐보고다녀라 씨발,0
근데 대학 졸업하고 나서 대학 언급하고 산적이 있나 모르겠네…,0
정상화 되어가는건가,1
홍,1
이건 ㅈ간지네,0
안착한데?,0
공항에서 드론띄울 생각을 하네,0
저업체들은 믿을만하네,0
전라도,1
전라남도 광주광역시,1
부성애는 잇엇을카,0
요새는 해외 재난 문자까지 오네,0
1년 전부터 이야기를 해줬고 캘린더에 표시를 해줬으면 혹시 싶어서 한번 확인이라도 해보겠다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1년전에 잡은사람은 뭔 잘못?,0
대구 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아...ㅈㄴ 안타깝노,0
만신이네,0
전.라.도.,1
형량 얼마나나올까,0
돼지 족발이네,1
불매가 아니라 어차피 빵을 안 먹어서..,0
Green 노래는 좋더만 ㅠ,0
일본 코카콜라는 저걸 컨펌햤다는거 아님?,0
올바른 부모네 ㄹㅇ;,1
아니 ㅋㅋㅋㅋㅋ 댓글 왜 정상인데 ㅋㅋㅋㅋㅋㅋㅋ,1
저게 당연한거지ㅅㅂㅋㅋ,0
행복해 보이네,0
학생이 급발진 한거 같은데 좋게 말하던가,0
쟤 저기 회사에서 나가리야 이미 ㄱㅋㄱㄱㄱㄱㅋ회사사람들이 쟤한테 갈꺼같아?ㅋㅋ,0
해외토픽?,0
전라도와 경상도를 가로지르는~,0
존나웃기네 ㅋㅋㅋㅋㅋ,1
저 사람 요즘도 활동하나?,0
좋은 이슬람 문화 받아들이자,1
세균박멸,0
이걸 말해줘야 아는거야?,1
망고에 우루시올 있어서 망고 특히 망고 씨앗부분 쪽쪽 빨았는데도 이상없으면 우루시올 알러지 없는거임.,0
이말은 존나 맘에드네,0
이미 탔는데 또 태우노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ 바나나 먹어라~~,0
아직 정의는 살아있구나,0
실화냐 만든이야기인거냐,0
그냥 학생이 다른 방법으로 설명해달라했으면 되는거 아닌가?,0
인생 존나 열심히 사는데 하늘은 왜 저런 사람 부터 데려가냐…,0
한국보다 여성평등지수 높은나라 아니노?,1
살충제임?,0
전라도ㅡㅡ,0
한국보다 낫다,1
방송국이 여자 존나 많지,1
근본이 넘치네,0
정상화 되어가는건가,0
아침에 뉴스보는데 자전거 운전자 앞으로 무서워서 자전거 못 타겠더라,0
사적제재가 문제가 아니라 사적제재를 해야할만큼 허술한 처벌이 문제다.,0
지금 생각하면 저게 정상이지,1
혜화역으로 빠르게 배송~!,0
두번째짤은 대체...?,0
서윗하노,1
저땐 저런 사실을 숨기지도 않아서 자료가 존나 많어ㅇㅇ,0
신뢰리스트냐,1
대구,1
오우,0
"""한주본소금"" 지금 당장 준비하십시오. 100kg 정도 사서 창고에 두시면 됩니다.",0
해외토픽 시발 ㅋㅋ,1
캬 이거지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그러니까 정상화 진행중?,0
저건 왜한거지 ㅇㅇ 할려면 선생님이 근무하신 학교를 적고 가장 좋았던 학교 이렇게 하지,0
장인어른.................,1
만신,1
전라도,1
응 수입 암염 먹을거야,0
두번째는 시발 그래도 그나마 유쾌하네,0
"난 또 흉가체험이라길래 진짜 흉가체험시켜주는 줄 알았네

말 나온김에 하는 소리지만 진짜로 전국에 있는 흉가 공포체험 관광자원으로 쓰면 나름 인기있을 거 같음 롯데월드 귀신의 집마냥 꾸며놓고",0
정상화보소,1
삼일에 한번,0
먹고싶은데 여권 들고가기 귀찮아::,1
3짤 강릉이 아니라 국민대 앞에 아니냐,0
뭐 그친구가 매번만날때마다 10만원짜리 데려가고 했으면 조금 부담되도 비슷하게 사줄수는있겠지 ㅋㅋㅋ,0
암탉,0
1번 제외 전부 필요없음,1
ㄹㅇ ㅋㅋ,1
이제야 좀 제대로 돌아가려고 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
야가다판은 의외로 아줌마 많음,0
진짜 유전자 자체가 우리랑 다른듯 ㅋㅋ,0
난 얻어먹는것만으로도 미안하던데,0
소금은 맛소금이 최강이다,0
"근데 저게 뭐임?
비대면 과외같은건가",0
저래서 문명이 독보적으로 발전했구나아,1
세번째 짤은 국민대 앞 도로인데 강릉으로 되어있네.,0
광주광역시의 유구한 전통,1
비슷한 애들끼리 모여서 작가하는건데 뭐 ㅋㅋ,0
이건 인정ㅋㅋ,0
조상의 유산을 체험하게 해준거네,0
충청도 전통임,0
대구 음 ㅇㅈ,1
오리탕빼고 딱히,0
집 근처네 좀 만 더가면 문수구장ㅋㅋ,0
2 5,0
9살 ㅅㅂ 아니지,0
착해졌어??? 좋아서 헐레벌떡 뛰어왔잖아!!,1
과학이야 아주,1
12살이면 2012년생? ㄷ,0
트럼프의 정상화인가,0
네 선생이 잘못이요 이게 왜 논란되냐,0
개추ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
미국의 정상화 ㄷㄷ,0
게시자 의도와 별개로 두번째 짤은 데칼코마니로 만화같이 넘어져서 귀엽네 ㅋㅋㅋ,0
가장' 쓸모없는 거니까 2번이 정답이지,1
하루만에 사과문 올리고 뮤직비디오 내림,0
ㅋㅋ진짜 처음 들어보는데 뭔 ㅋㅋ,0
해외소식을 우리가알아야됨?,1
죽,0
오리탕빼곤 거기서 거기임 ㅇㅇ,0
ㅋㅋㅋㅋㅋㅋ피냄새,1
오리탕에 부추란다ㅋㅋㅋㅋ,0
마지막은 진심 웃겼다 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
불쌍하다,0
대구에서 전학 왔구나,0
이미 새까맣게 탄걸 뭐하러 한번 더 태움??,1
한국보다 여성평등지수 높은나라 아니노?,0
뭔 시빌 꽃을 어떻게 훔쳐갔길래 ㄷㄷ,0
어쩐지 자주 가는 쇼핑몰에서 마스크 판매하고 있더라,0
이주 텀은 가졌어야지. 이상하네....,0
미쳣네 75도 ㄷㄷ,0
대구 수준,1
블ㄹ베리 얼마임?,0
따만당한게 아니라 괴롭힘도 있지 않았을까 싶음,0
광주라서 납득,0
친구는 무슨 그냥 호군데,0
응원한다ㅋㅋ,1
조만간 5.18 민주화유공자명단에 들어가겠네,0
만나이일테니까 아마 6학년일듯,0
역시 전라도 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
그냥 양변 다 2의 지수로 올리고 풀면 금방 나오지 않나...? 네줄이면 풀리겠는데,0
20살짜리 애가 일요일에 혼자 일했노..,0
저런것까지 소재로 써먹는거보니 악랄하다,0
글에도 나와있듯이 글쓴애는 취업 친구는 학생 딱봐도 무한리필이 원인이 아님,0
이게 맞지 이건 잘한다,0
전라도,0
애기 귀엽네,0
하아 최고의 기술력이농... ,1
불쌍한 청년..,0
나 저때 현장에 있었는데 ㅅㅂㅋㅋ,0
맛있긴한데 저거 먹자고 해외나갈 정도는 아님,0
진심 한국보다 훨 나은데 뭐,0
"안배운애한테 저거써서 푸는법을 알려주면 어떡하냐
저거 쓰고 푸는게 쉽던 어렵던 안쓰고 푸는법을 알려줘야지",0
진짜 존나 무섭다,0
보기좋다,0
자전거 타시는 분 까딱하면 큰일나실 뻔했네…ㄷㄷㄷ,0
이미 탔는데 또 태워먹네 미국사람들 고기먹을 줄 모르는듯,0
아이 착하다~^^,1
노트에 메모가 가슴 아프네,0
단순하게 학생이 안 배운걸 사용해서 풀면 안되지 ㅋㅋㅋㅋㅋㅋㅋ,0
광주 음식이.. 내 입맛엔 짜더라…,0
정식 고추장넣고 슥 비벼먹고싶노 ㅋㅋㅋ,0
1군 위험 발암물질인 고사리가 없다니,0
전주 ㅋㅋ,0
ㅅㅂ 뭐 한두시간씩 돌아가면서 자던가 ㅋㅋㅋ 다 자버리네,0
21세기에 벌어진 일 맞노? ㅎㄷㄷ,0
11명은 자도 1명은 응대를 해야할 것 아녀 ㅋㅋㅋㅋ,0
만족하며 사는 사람은 행복한사람임,0
세번째 영상은 강릉시가 아니라 국민대 앞 같은데,0
저건 오바 맞는데 ?,0
16만?,0
지리넹,0
하아 최고의 기술력이농... ,0
착해지네,0
애기데리고 무단횡단은 개열받네 걍 혼자 가면 되잖아?,0
대법 간다고 뭐 달라지냐 실형은 확정인데,0
신이 붙을만하네,0
"뭐 해봐야 얼마하겠냐 싶긴 한데
아무리 그래도 ㅋㅋㅋㅋㅋㅋ",0
운전자 폭행이 1년에 4000건 ㄷㄷ,0
해외토픽?,1
여수 돌산 갓김치 먹고싶다..... ㅅㅂ,0
저 학생은 로피탈 절대 안쓰겠네,0
속이 뻥~,0
"문제를 잘못냈네 보기에 2,5번만 놔뒀어야지.",1
천일염은 김장할때 싸니까 간수빼고 쓰기시작한거,0
아니 야하롱 얌전한 놈인줄 알앗는데,0
헐 ㅠ,0
"친구가 첫 취업 후 거하게 쐈다면 친구 편
그게 아니면 쓰니 편",0
영미 맛있는날은 존맛이고 맛없는날은 존나맛없음. 솔직히 복불복임..,0
저업체들은 믿을만하네,1
정말 안타깝구나,0
정제염 미만잡,0
너 전라도지?,0
중동에서 반팔 안입고 다 싸매고 다니잖아. 그 온도에서는 그게 맞음,0
스타후르츠 케로로 보고 알게됨,0
착,0
아~ 창원?,0
아 경상도가 이걸 또 해내네요,1
무안했네,0
댓글이 정상인건 좀 신기하네,0
전부 여자인거같은건 기분탓인가요??,0
만 신,1
역.시.만.신,1
훈제유통된건가??,0
오리탕 맛나더라,0
티넨 친구도 문제지만 첫월급턱 쏜다고 일부러 불러 놓고 무한리필 집,0
정상화!!,1
짱,0
피조개 일본에서 회로 많이 먹고 고독한 미식가에서도 나온적 있음 피같은 체액이 문제인데 세척 꼼꼼히 하면 괜찮음. 캐슈넛은 어지간하면 한번더 익혀서 먹어야됨 찐걸 파는거긴 한데 그래도 위험하긴 함 옻독 내성이 있는지 없는지 일반적으론 모르는 경우가 많음,0
모교인데 선생님 자랑스럽다,1
그걸 또 항소함? ㅆㅂ 자식 둘 죽이고도 살고싶었냐. 존나 추잡하네 씨발새끼야. 개새끼야. 좆같은 새끼야.,0
착,1
보기좋다,1
ln은 미적분인데 저 내용은 수1 아닌가?,0
세상 참,0
ㄹㅇ 속이 뻥,0
"문제를 잘못냈네 보기에 2,5번만 놔뒀어야지.",0
저런 건 명예훈장으로 여겨야지,1
다른 음식들은 별미 개념이라 자주 먹을 일이 없는데 카사바는 쌀이나 밀과 같은 주식이라 답이 없음... 카사바를 먹으려면 가루로 빻은 후에 깨끗한 물에 헹궈 전분만 남겨야 하는데 카사바를 주식으로 삼는 곳은 아프리카라 물이 귀함,0
맛은 그냥 흔한 동네 빵집 맛 수준이던데 왜 그렇게 바이럴 때리는지 궁금하긴한,0
경상도 밀양,1
자취해서 소금 작은 소스통으로 밖에 안쓰면 암염써라 가격있있어도 좋다,0
대구클라스,1
옳게 된 10대노,1
21세기 현재를 보니 옳게 된 문화였다,0
정의가 살아있던 시절의 미국이로구나...,1
틀린말은 아니구먼ㅋ,0
저게 진짜면 바깥에 붙이고 다니겠냐....,0
이런 사건은 전라도에서는 흔한일,0
전.라.도.,0
첨 들어보는데.,0
헬스장 이름 뭐냐 번창하라고 별 5개 박고 온다,0
옳게 된 기술,1
근본,0
"지구야, 조금만 더 힘 내 !!",0
해외 토픽,1
친구끼리 아무말이나 할수있지 삐져버렸노 ㅋ,0
너무 슬프다 이런 기사는,0
안먹어요,0
P,0
독일 재평가 시급,0
닭장이잖아.......,1
옮게된 나라네,1
그래서 10년전부터 천일염 더럽다고 인기 확줄음,0
복털조개 저거 피꼬막 아니냐? 블러드 어쩌고 하고 생긴거보니 맞는거 같은데,0
이게 공식적으로 발표까지 해야되는게 맞나ㅋㅋㅋ 당연한건데,0
어울리네,0
밀양 전라도 아님?,0
오 이렇게푸는거였구만 오랜만에 보니까 수학재밌냐,0
아찔하다 증말ㅋㅋㅋ,0
이거보고 대전가는 KTX 표 끊었다 빵 사러가야지 낄낄,0
그만큼 잘굴러가는 회사라는 증거임,1
3기 언제 나와 형,0
"가장 맛있는 짜장은
차갑게 식은 짜장",0
댓글 보니 수준들이 참.. 실망스럽다,0
나 이거 지나가다가 봤음,0
갈수록맞말이네,1
짱,1
2345,1
"그냥 학생도 교육과정에 맞게 현재 배운 내용안에서 푸는 방법 알려달라고하고
선생도 그렇게 알려주면 끝날얘긴데 서로 말에 돌이 들었네",0
"인생역작 한국드라마중 최고라고 생각함
그다음으로 미안하다 사랑한다",0
마지막에 대학보고 납득했다!,1
참선생,1
근데 그러면 헬스장에서 ~짓 하는 아줌마는 금지합니다라고 해야지 헬스장이랑 전혀 상관없는 내용만 적어놓으면 걍 어그로밖에 안 되나?,0
킹 댕 이,0
전라도 민주화 영재,1
사실이다,1
이런걸 물어봐야 알아?,0
전주의 풍년제과가 더 맛잇긴해 초코파이 미쳣더라,0
ㅈㄴ멋지네,0
외부인이 아닐텐데 음 그래도 좀 안 되었네.. 모르겠다 후,0
"어후 식겁한다

빡치네",0
로그 안써도 풀겠고만,0
2번 5번이지 뭐 쉽네,0
와 진짜 개씨발,0
어이없네,0
산낙지 먹다 죽는 사람이 있나,0
두번째짤 약간 만화같네,0
옳게된 기업,1
부 산 고 법,0
오리탕 ㅇㅈ,0
홍어!!!,0
삼가 고인의 명복을 빕니다. 거기선 노트에 적은 것 모두 이루며 살기를 ㅠㅠ,0
시공사 어디 업체냐??? ㅆㅅㅌㅊ네,1
아직 전라도는 안가본 듯…,0
그냥 연끊고 살지 난리노,0
ㄹㅇㅋㅋㅋㅋㅋㅋ,0
어디서 닭장냄새나네~,1
정상,1
토란대가 국룰임,0
짱,1
"2번째는 코미디짤이냐? 머냐 진짜
얼탱이가 없네ㅋㅋㅋ",0
